time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-03-17T17:31:54.110Z,37.68,143.41,20.7,4.8,mwc,182,97.1,,0.98,us,usp000hxq1,2014-11-07T01:44:12.675Z,"202 km ESE of Ishinomaki, Japan",earthquake,,5.1,,,reviewed,us,gcmt
2011-03-17T18:01:19.600Z,37.591,144.405,25.4,4.8,mwc,228,44.1,,0.9,us,usp000hxq3,2014-11-07T01:44:12.691Z,"286 km SE of ?funato, Japan",earthquake,,4.4,,,reviewed,us,gcmt
2011-03-17T18:17:29.120Z,38.334,142.328,28.4,4.5,mb,46,121.6,,0.85,us,usp000hxq5,2014-11-07T01:44:12.711Z,"90 km E of Ishinomaki, Japan",earthquake,,14.1,,7,reviewed,us,us
2011-03-17T18:26:17.290Z,35.951,141.204,10.4,4.6,mb,21,127,,0.35,us,usp000hxq7,2014-11-07T01:44:12.718Z,"41 km NE of Hasaki, Japan",earthquake,,20,,2,reviewed,us,us
2011-03-17T18:38:11.460Z,37.226,141.058,41.4,4.8,mb,93,120.6,,0.78,us,usp000hxq9,2014-11-07T01:44:12.723Z,"24 km NE of Iwaki, Japan",earthquake,,5.9,,45,reviewed,us,us
2011-03-17T18:55:36.930Z,37.125,142.335,26,5.5,mwb,357,33.6,,0.85,us,usp000hxqa,2025-12-22T16:13:29.193Z,"124 km ESE of Namie, Japan",earthquake,,4.4,,,reviewed,us,us
2011-03-17T19:00:03.090Z,36.479,141.979,40.3,4.5,mb,18,127.5,,0.89,us,usp000hxqb,2014-11-07T01:44:12.780Z,"115 km ESE of Kitaibaraki, Japan",earthquake,,14.2,,3,reviewed,us,us
2011-03-17T19:02:56.120Z,38.239,142.286,45.9,5,mb,61,121.5,,0.89,us,usp000hxqc,2014-11-07T01:44:12.783Z,"88 km ESE of Ishinomaki, Japan",earthquake,,6.8,,15,reviewed,us,us
2011-03-17T19:05:42.590Z,36.203,141.772,26,5.1,mb,159,127.2,,0.73,us,usp000hxqd,2014-11-07T01:44:12.788Z,"99 km ENE of Hasaki, Japan",earthquake,,10.2,,55,reviewed,us,us
2011-03-17T19:28:19.170Z,36.994,142.57,15,4.5,mb,37,128.1,,0.87,us,usp000hxqf,2014-11-07T01:44:12.808Z,"149 km ESE of Namie, Japan",earthquake,,20.9,,8,reviewed,us,us
2011-03-17T20:33:03.610Z,37.488,143.565,25.6,4.6,mb,28,143.5,,0.56,us,usp000hxqj,2014-11-07T01:44:12.816Z,"224 km ESE of Ishinomaki, Japan",earthquake,,23,,5,reviewed,us,us
2011-03-17T20:52:07.700Z,34.951,141.291,18.8,4.7,mb,58,107.6,,0.61,us,usp000hxqk,2014-11-07T01:44:12.818Z,"88 km ESE of ?hara, Japan",earthquake,,16.1,,21,reviewed,us,us
2011-03-17T21:06:30.640Z,35.672,141.315,31.8,4.9,mb,183,54.9,,0.68,us,usp000hxqp,2014-11-07T01:44:12.826Z,"44 km E of Hasaki, Japan",earthquake,,3.6,,114,reviewed,us,us
2011-03-17T21:18:24.680Z,37.855,139.886,50.2,4.6,mb,84,127.9,,0.91,us,usp000hxqu,2014-11-07T01:44:12.847Z,"21 km WSW of Yonezawa, Japan",earthquake,,5.9,,47,reviewed,us,us
2011-03-17T21:24:23.030Z,39.107,142.284,45,4.8,mb,183,46.2,,0.77,us,usp000hxqv,2014-11-07T01:44:12.882Z,"40 km ESE of Kamaishi, Japan",earthquake,,3.5,,107,reviewed,us,us
2011-03-17T21:53:32.440Z,38.043,144.025,18.2,4.6,mb,35,143.6,,0.59,us,usp000hxqy,2014-11-07T01:44:12.901Z,"231 km ESE of ?funato, Japan",earthquake,,17.3,,9,reviewed,us,us
2011-03-17T23:01:23.030Z,36.463,144.01,15.4,4.8,mb,131,61.3,,0.73,us,usp000hxr4,2014-11-07T01:44:12.915Z,"286 km ESE of Iwaki, Japan",earthquake,,12.3,,66,reviewed,us,us
2011-03-17T23:11:40.750Z,38.976,142.574,45.2,4.8,mb,184,80.4,,0.69,us,usp000hxr6,2014-11-07T01:44:12.928Z,"69 km ESE of Kamaishi, Japan",earthquake,,3.8,,114,reviewed,us,us
2011-03-18T00:12:04.470Z,35.507,141.929,6.5,4.9,mb,155,46,,1.09,us,usp000hxrg,2014-11-07T01:44:12.960Z,"102 km ESE of Hasaki, Japan",earthquake,,15.3,,82,reviewed,us,us
2011-03-18T00:41:18.720Z,35.877,141.641,22.9,5.1,mwc,349,27.1,,0.93,us,usp000hxrj,2025-12-22T15:19:21.242Z,"74 km ENE of Hasaki, Japan",earthquake,,8.6,,,reviewed,us,gcmt
2011-03-18T00:52:05.650Z,35.637,141.351,14,4.8,mb,116,42.7,,0.72,us,usp000hxrk,2014-11-07T01:44:13.002Z,"48 km ESE of Hasaki, Japan",earthquake,,12,,58,reviewed,us,us
2011-03-18T00:53:15.350Z,37.098,142.458,35.8,4.6,mb,21,128.2,,0.58,us,usp000hxrm,2014-11-07T01:44:13.011Z,"136 km ESE of Namie, Japan",earthquake,,10.4,,3,reviewed,us,us
2011-03-18T01:37:42.990Z,36.445,144.105,35,4.5,mb,29,153.8,,1.16,us,usp000hxrs,2014-11-07T01:44:13.023Z,"295 km ESE of Iwaki, Japan",earthquake,,,,11,reviewed,us,us
2011-03-18T01:50:23.470Z,36.741,140.43,23.7,4.5,mb,44,134.2,,0.77,us,usp000hxru,2014-11-07T01:44:13.040Z,"7 km ESE of Daigo, Japan",earthquake,,14.4,,19,reviewed,us,us
2011-03-18T02:19:11.520Z,36.656,144.605,15.6,4.5,mb,48,105.4,,0.8,us,usp000hxrw,2014-11-07T01:44:13.048Z,"off the east coast of Honshu, Japan",earthquake,,22.5,,19,reviewed,us,us
2011-03-18T02:47:47.570Z,37.176,141.767,33.5,5,mwc,319,62.4,,0.64,us,usp000hxrz,2025-12-22T16:13:30.384Z,"76 km ESE of Namie, Japan",earthquake,,6.7,,,reviewed,us,gcmt
2011-03-18T03:23:53.830Z,37.759,143.488,6.4,5.5,mwc,442,35.9,,0.75,us,usp000hxs4,2022-04-08T21:39:59.914Z,"205 km ESE of Ishinomaki, Japan",earthquake,,7.7,,,reviewed,us,gcmt
2011-03-18T04:35:35.850Z,37.667,143.996,11.9,4.5,mb,28,136.2,,0.66,us,usp000hxs7,2014-11-07T01:44:13.160Z,"250 km ESE of Ishinomaki, Japan",earthquake,,20.6,,10,reviewed,us,us
2011-03-18T05:09:44.630Z,37.828,143.54,35.4,4.7,mb,58,103.4,,0.67,us,usp000hxs9,2014-11-07T01:44:13.168Z,"206 km ESE of Ishinomaki, Japan",earthquake,,6.8,,27,reviewed,us,us
2011-03-18T05:12:24.990Z,36.426,143.208,22.4,4.8,mb,61,127.3,,0.57,us,usp000hxsa,2014-11-07T01:44:13.172Z,"218 km ESE of Iwaki, Japan",earthquake,,11.6,,23,reviewed,us,us
2011-03-18T05:18:41.620Z,34.949,141.099,48.4,4.7,mb,169,83.1,,0.71,us,usp000hxsb,2014-11-07T01:44:13.177Z,"72 km ESE of ?hara, Japan",earthquake,,4.9,,99,reviewed,us,us
2011-03-18T05:23:21.370Z,37.67,143.468,40.2,4.7,mb,67,106.7,,1.14,us,usp000hxsc,2014-11-07T01:44:13.189Z,"207 km ESE of Ishinomaki, Japan",earthquake,,9.6,,26,reviewed,us,us
2011-03-18T07:27:44.220Z,38.151,143.379,45.1,4.7,mb,24,147.3,,0.69,us,usp000hxsf,2014-11-07T01:44:13.198Z,"177 km SE of ?funato, Japan",earthquake,,9.1,,5,reviewed,us,us
2011-03-18T07:28:23.370Z,36.777,141.106,26.3,4.9,mb,33,91.6,,0.79,us,usp000hxsg,2014-11-07T01:44:13.200Z,"31 km E of Kitaibaraki, Japan",earthquake,,2.4,,6,reviewed,us,us
2011-03-18T07:30:49.790Z,38.81,141.83,65.7,4.7,mb,108,122.4,,0.73,us,usp000hxsh,2014-11-07T01:44:13.204Z,"30 km SSE of ?funato, Japan",earthquake,,4.9,,56,reviewed,us,us
2011-03-18T07:35:47.390Z,38.253,144.733,13.8,4.6,mb,37,136.2,,0.53,us,usp000hxsj,2014-11-07T01:44:13.212Z,"273 km ESE of Kamaishi, Japan",earthquake,,17.6,,12,reviewed,us,us
2011-03-18T07:41:33.400Z,39.215,142.971,35.2,4.8,mb,100,131.9,,0.76,us,usp000hxsk,2014-11-07T01:44:13.216Z,"92 km ESE of Yamada, Japan",earthquake,,5.2,,47,reviewed,us,us
2011-03-18T07:42:13.220Z,38.341,143.234,22.7,4.9,mb,34,112.6,,0.76,us,usp000hxsm,2014-11-07T01:44:13.223Z,"154 km ESE of ?funato, Japan",earthquake,,16.9,,8,reviewed,us,us
2011-03-18T08:01:33.810Z,35.734,140.881,24.5,5.3,mwc,330,58.5,,0.83,us,usp000hxsp,2022-04-08T22:19:27.702Z,"4 km E of Hasaki, Japan",earthquake,,1.9,,,reviewed,us,gcmt
2011-03-18T08:26:45.200Z,37.69,143.321,17.9,4.6,mb,36,122.5,,0.97,us,usp000hxsq,2014-11-07T01:44:13.252Z,"194 km ESE of Ishinomaki, Japan",earthquake,,25.7,,10,reviewed,us,us
2011-03-18T08:37:14.760Z,37.726,144.072,41.5,4.7,mb,37,95.6,,0.94,us,usp000hxsr,2014-11-07T01:44:13.255Z,"254 km SE of ?funato, Japan",earthquake,,11.4,,21,reviewed,us,us
2011-03-18T10:35:14.610Z,39.877,143.19,35,4.5,mb,22,110.3,,0.64,us,usp000hxsy,2014-11-07T01:44:13.283Z,"110 km ENE of Miyako, Japan",earthquake,,,,4,reviewed,us,us
2011-03-18T10:39:04.290Z,37.262,144.42,10.5,4.7,mb,110,119.8,,0.83,us,usp000hxsz,2014-11-07T01:44:13.285Z,"off the east coast of Honshu, Japan",earthquake,,15.8,,61,reviewed,us,us
2011-03-18T11:20:42.600Z,37.7,143.696,10,4.5,mb,32,135.8,,1.19,us,usp000hxt2,2014-11-07T01:44:13.299Z,"224 km ESE of Ishinomaki, Japan",earthquake,,,,9,reviewed,us,us
2011-03-18T12:17:04.180Z,38.963,142.269,54.1,4.9,mb,129,50.6,,0.8,us,usp000hxt6,2014-11-07T01:44:13.307Z,"49 km SE of Kamaishi, Japan",earthquake,,4.8,,62,reviewed,us,us
2011-03-18T12:21:07.870Z,38.046,142.176,45.4,4.8,mb,88,111.8,,1.14,us,usp000hxt7,2014-11-07T01:44:13.316Z,"87 km ESE of Ishinomaki, Japan",earthquake,,6.5,,32,reviewed,us,us
2011-03-18T12:57:06.550Z,39.723,144.361,10,4.7,mb,72,135.5,,0.79,us,usp000hxtd,2014-11-07T01:44:13.335Z,"207 km E of Miyako, Japan",earthquake,,,,25,reviewed,us,us
2011-03-18T12:59:30.830Z,38.353,142.268,45.6,4.5,mb,33,127.7,,0.83,us,usp000hxte,2014-11-07T01:44:13.340Z,"84 km E of Ishinomaki, Japan",earthquake,,7.4,,3,reviewed,us,us
2011-03-18T13:00:52.830Z,35.676,143.505,35,4.6,mb,12,177.3,,1.41,us,usp000hxtf,2014-11-07T01:44:13.343Z,"241 km E of Hasaki, Japan",earthquake,,,,2,reviewed,us,us
2011-03-18T13:15:41.090Z,37.521,143.967,35,4.7,mb,39,136,,1.17,us,usp000hxtg,2014-11-07T01:44:13.345Z,"254 km ESE of Ishinomaki, Japan",earthquake,,,,8,reviewed,us,us
2011-03-18T13:38:39.640Z,37.687,143.408,15,5,mb,213,46.5,,0.98,us,usp000hxtj,2014-11-07T01:44:13.350Z,"201 km ESE of Ishinomaki, Japan",earthquake,,13.6,,134,reviewed,us,us
2011-03-18T13:44:08.030Z,37.65,143.406,35,4.6,mb,42,128.7,,0.94,us,usp000hxtk,2014-11-07T01:44:13.370Z,"203 km ESE of Ishinomaki, Japan",earthquake,,,,6,reviewed,us,us
2011-03-18T14:31:16.260Z,37.679,143.373,36,4.8,mb,67,128.7,,0.94,us,usp000hxtm,2014-11-07T01:44:13.452Z,"199 km ESE of Ishinomaki, Japan",earthquake,,9.5,,26,reviewed,us,us
2011-03-18T15:02:59.310Z,36.638,143.139,35,4.8,mb,169,48.4,,0.95,us,usp000hxtn,2014-11-07T01:44:13.478Z,"206 km ESE of Iwaki, Japan",earthquake,,,,95,reviewed,us,us
2011-03-18T16:23:30.440Z,39.229,143.173,23.5,4.8,mb,68,132.1,,1.06,us,usp000hxtr,2014-11-07T01:44:13.664Z,"108 km ESE of Yamada, Japan",earthquake,,18,,27,reviewed,us,us
2011-03-18T16:40:59.660Z,36.677,141.655,36.9,4.6,mb,30,127.8,,0.85,us,usp000hxtu,2014-11-07T01:44:13.781Z,"80 km ESE of Iwaki, Japan",earthquake,,11.2,,6,reviewed,us,us
2011-03-18T17:28:55.700Z,35.083,141.486,42,5.2,mwc,167,106.4,,0.9,us,usp000hxty,2025-12-22T16:00:27.697Z,"93 km SE of Hasaki, Japan",earthquake,,5.4,,,reviewed,us,gcmt
2011-03-18T17:46:05.180Z,35.68,141.758,12.1,4.5,mb,38,127.1,,0.94,us,usp000hxtz,2014-11-07T01:44:13.882Z,"83 km E of Hasaki, Japan",earthquake,,19.6,,6,reviewed,us,us
2011-03-18T17:48:44.690Z,36.861,143.306,2.9,4.7,mb,60,81,,1,us,usp000hxu0,2014-11-07T01:44:13.886Z,"216 km ESE of Namie, Japan",earthquake,,18.3,,19,reviewed,us,us
2011-03-18T17:59:44.470Z,35.223,141.242,32.6,4.6,mb,32,141.2,,1.02,us,usp000hxu2,2014-11-07T01:44:13.895Z,"67 km SSE of Hasaki, Japan",earthquake,,17.4,,8,reviewed,us,us
2011-03-18T18:32:49.320Z,39.11,142.319,49.9,5.1,mwc,234,61.6,,0.91,us,usp000hxu4,2022-04-08T21:40:02.366Z,"43 km ESE of Kamaishi, Japan",earthquake,,4.7,,,reviewed,us,gcmt
2011-03-18T18:38:25.350Z,37.038,144.341,35,4.5,mb,11,154.2,,0.65,us,usp000hxu6,2014-11-07T01:44:13.920Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-18T19:16:44.930Z,39.715,143.331,21.3,4.9,mb,185,64,,0.94,us,usp000hxu9,2014-11-07T01:44:13.927Z,"119 km E of Miyako, Japan",earthquake,,9,,99,reviewed,us,us
2011-03-18T19:19:19.410Z,36.47,142.676,29.6,5,mwc,183,96.2,,0.97,us,usp000hxua,2025-12-22T16:00:28.518Z,"172 km ESE of Iwaki, Japan",earthquake,,10.6,,,reviewed,us,gcmt
2011-03-18T19:51:09.170Z,36.45,141.984,14.8,4.5,mb,35,127.5,,0.85,us,usp000hxub,2014-11-07T01:44:13.952Z,"116 km ESE of Kitaibaraki, Japan",earthquake,,18.5,,6,reviewed,us,us
2011-03-18T19:53:06.970Z,37.579,141.406,65.3,5.3,mwc,295,72.3,,0.82,us,usp000hxuc,2022-04-08T21:40:03.736Z,"37 km ENE of Namie, Japan",earthquake,,4.3,,,reviewed,us,gcmt
2011-03-18T20:06:47.330Z,38.382,144.838,35,4.7,mb,58,123.9,,0.8,us,usp000hxuf,2014-11-07T01:44:14.010Z,"276 km ESE of Kamaishi, Japan",earthquake,,,,16,reviewed,us,us
2011-03-18T20:15:25.060Z,39.62,143.122,36.2,4.9,mb,156,133.5,,1.02,us,usp000hxug,2014-11-07T01:44:14.015Z,"101 km E of Miyako, Japan",earthquake,,5.5,,83,reviewed,us,us
2011-03-18T20:32:37.540Z,37.314,141.483,52.7,4.8,mb,202,58.4,,0.92,us,usp000hxuh,2014-11-07T01:44:14.026Z,"46 km ESE of Namie, Japan",earthquake,,4.8,,120,reviewed,us,us
2011-03-18T21:09:32.340Z,37.491,145.02,1.2,5,mwc,300,30.3,,0.75,us,usp000hxun,2025-12-22T16:00:29.200Z,"off the east coast of Honshu, Japan",earthquake,,8.6,,,reviewed,us,gcmt
2011-03-18T21:18:53.230Z,36.113,141.175,31.6,4.9,mb,241,45.5,,1.07,us,usp000hxup,2014-11-07T01:44:14.069Z,"50 km ENE of Kashima-shi, Japan",earthquake,,10.8,,119,reviewed,us,us
2011-03-18T23:08:17.980Z,39.76,142.481,44.5,4.7,mb,89,95.5,,0.92,us,usp000hxux,2014-11-07T01:44:14.106Z,"48 km ENE of Miyako, Japan",earthquake,,5.6,,36,reviewed,us,us
2011-03-18T23:19:48.910Z,35.893,141.769,35,4.7,mb,65,67,,1.04,us,usp000hxuz,2014-11-07T01:44:14.116Z,"86 km ENE of Hasaki, Japan",earthquake,,,,22,reviewed,us,us
2011-03-18T23:33:01.380Z,39.161,142.23,41.6,5.5,mwb,409,38.2,,0.8,us,usp000hxv2,2022-04-08T22:19:26.246Z,"33 km ESE of Kamaishi, Japan",earthquake,,1.6,,,reviewed,us,us
2011-03-18T23:49:06.740Z,37.761,141.829,34.4,5.1,mb,154,47.8,,0.99,us,usp000hxv6,2014-11-07T01:44:14.183Z,"79 km ENE of Namie, Japan",earthquake,,10.3,,60,reviewed,us,us
2011-03-18T23:49:36.450Z,36.941,140.615,40.5,5.1,mwc,56,101.6,,1.4,us,usp000hxv7,2022-04-08T22:15:45.870Z,"20 km NW of Kitaibaraki, Japan",earthquake,,12.1,,,reviewed,us,gcmt
2011-03-18T23:59:21.870Z,38.339,144.08,35,4.8,mb,209,77.5,,0.79,us,usp000hxv8,2014-11-07T01:44:14.199Z,"218 km ESE of Kamaishi, Japan",earthquake,,,,131,reviewed,us,us
2011-03-19T00:16:34.210Z,39.879,143.398,39.6,4.6,mb,81,60.7,,0.81,us,usp000hxva,2014-11-07T01:44:14.218Z,"127 km E of Miyako, Japan",earthquake,,5.8,,37,reviewed,us,us
2011-03-19T00:57:13.070Z,36.848,141.057,66.9,4.6,mb,101,41.3,,0.72,us,usp000hxvf,2014-11-07T01:44:14.235Z,"27 km SE of Iwaki, Japan",earthquake,,4,,43,reviewed,us,us
2011-03-19T01:22:44.790Z,39.696,142.904,15,5.9,mww,469,31.7,,1.1,us,usp000hxvj,2022-04-08T22:14:51.685Z,"82 km E of Miyako, Japan",earthquake,,,,,reviewed,us,us
2011-03-19T01:27:13.650Z,39.547,143.045,31.5,5.4,mwc,204,92.3,,0.95,us,usp000hxvk,2025-12-22T16:00:30.623Z,"94 km E of Yamada, Japan",earthquake,,11.8,,,reviewed,us,gcmt
2011-03-19T01:39:44.660Z,39.67,143.333,37.5,4.5,mb,47,135,,0.58,us,usp000hxvn,2014-11-07T01:44:14.322Z,"119 km E of Miyako, Japan",earthquake,,6.2,,20,reviewed,us,us
2011-03-19T02:55:56.490Z,37.681,141.572,37.4,4.7,mb,132,88.6,,0.89,us,usp000hxvz,2014-11-07T01:44:14.385Z,"55 km ENE of Namie, Japan",earthquake,,5.7,,67,reviewed,us,us
2011-03-19T03:04:31.770Z,37.599,144.217,15.2,4.8,mb,105,136.1,,0.8,us,usp000hxw1,2014-11-07T01:44:14.399Z,"271 km ESE of Ishinomaki, Japan",earthquake,,16.8,,59,reviewed,us,us
2011-03-19T05:24:45.610Z,36.385,141.927,36.9,4.6,mb,63,60,,0.65,us,usp000hxw9,2014-11-07T01:44:14.427Z,"114 km ESE of Takahagi, Japan",earthquake,,6.8,,18,reviewed,us,us
2011-03-19T05:32:03.690Z,37.6,143.72,11.3,4.6,mb,22,181.4,,0.83,us,usp000hxwa,2014-11-07T01:44:14.431Z,"231 km ESE of Ishinomaki, Japan",earthquake,,29.6,,5,reviewed,us,us
2011-03-19T06:01:50.100Z,38.081,141.941,39.7,4.6,mb,51,101.2,,0.79,us,usp000hxwb,2014-11-07T01:44:14.433Z,"67 km SE of Ishinomaki, Japan",earthquake,,6,,9,reviewed,us,us
2011-03-19T06:04:02.700Z,38.422,144.619,18.2,4.9,mb,193,113.5,,0.72,us,usp000hxwc,2014-11-07T01:44:14.438Z,"256 km ESE of Kamaishi, Japan",earthquake,,10,,126,reviewed,us,us
2011-03-19T06:15:44.120Z,38.345,144.712,29.5,4.5,mb,35,136.2,,0.78,us,usp000hxwd,2014-11-07T01:44:14.450Z,"267 km ESE of Kamaishi, Japan",earthquake,,14.6,,6,reviewed,us,us
2011-03-19T06:43:07.550Z,36.237,141.049,33.2,4.7,mb,87,134.8,,0.8,us,usp000hxwe,2014-11-07T01:44:14.453Z,"42 km ESE of ?arai, Japan",earthquake,,11.2,,47,reviewed,us,us
2011-03-19T06:53:07.430Z,39.915,143.033,33.7,4.9,mb,155,115.1,,0.79,us,usp000hxwf,2014-11-07T01:44:14.460Z,"98 km ENE of Miyako, Japan",earthquake,,8.1,,102,reviewed,us,us
2011-03-19T07:18:20.960Z,36.313,142.107,6,4.7,mb,41,104,,0.86,us,usp000hxwk,2014-11-07T01:44:14.480Z,"131 km ENE of Hasaki, Japan",earthquake,,21.5,,7,reviewed,us,us
2011-03-19T07:32:33.800Z,36.281,141.269,49.6,4.7,mb,25,75.8,,0.9,us,usp000hxwm,2014-11-07T01:44:14.484Z,"61 km E of ?arai, Japan",earthquake,,10.6,,4,reviewed,us,us
2011-03-19T07:41:13.530Z,37.864,142.914,37,4.8,mb,133,98.7,,0.78,us,usp000hxwp,2014-11-07T01:44:14.487Z,"154 km ESE of Ishinomaki, Japan",earthquake,,5,,79,reviewed,us,us
2011-03-19T08:02:25.540Z,38.974,142.409,40.6,4.7,mb,143,122.6,,0.74,us,usp000hxwq,2014-11-07T01:44:14.497Z,"57 km SE of Kamaishi, Japan",earthquake,,4.5,,77,reviewed,us,us
2011-03-19T08:25:15.400Z,36.849,142.021,52.9,4.6,mb,64,80.7,,0.72,us,usp000hxwr,2014-11-07T01:44:14.507Z,"103 km ESE of Iwaki, Japan",earthquake,,7.1,,25,reviewed,us,us
2011-03-19T08:28:21.930Z,37.672,144.312,10,4.6,mb,27,82.3,,0.87,us,usp000hxws,2014-11-07T01:44:14.512Z,"274 km SE of ?funato, Japan",earthquake,,,,9,reviewed,us,us
2011-03-19T08:31:44.440Z,35.106,141.11,42.7,4.5,mb,33,143.5,,0.88,us,usp000hxwt,2014-11-07T01:44:14.514Z,"67 km ESE of ?hara, Japan",earthquake,,9.8,,12,reviewed,us,us
2011-03-19T09:32:26.060Z,37.329,144.761,5.3,4.5,mb,63,128.1,,0.74,us,usp000hxx3,2014-11-07T01:44:14.563Z,"off the east coast of Honshu, Japan",earthquake,,15.6,,22,reviewed,us,us
2011-03-19T09:56:47.710Z,36.796,140.268,6,5.7,mww,551,20,,0.74,us,usp000hxx5,2022-07-19T09:12:44.042Z,"8 km WNW of Daigo, Japan",earthquake,,,,,reviewed,us,us
2011-03-19T10:45:09.620Z,35.699,143.475,35,4.5,mb,18,136.4,,0.98,us,usp000hxx9,2014-11-07T01:44:14.635Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-19T10:59:08.840Z,36.371,143.206,34.2,4.7,mb,79,118.9,,0.55,us,usp000hxxe,2014-11-07T01:44:14.646Z,"220 km ESE of Iwaki, Japan",earthquake,,9.8,,27,reviewed,us,us
2011-03-19T11:02:50.200Z,38.04,143.162,23.7,4.6,mb,34,127.2,,0.83,us,usp000hxxf,2014-11-07T01:44:14.651Z,"168 km ESE of Ishinomaki, Japan",earthquake,,15.9,,8,reviewed,us,us
2011-03-19T11:15:52.830Z,39.858,144.403,6.8,4.7,mb,84,127.3,,0.68,us,usp000hxxg,2014-11-07T01:44:14.654Z,"212 km E of Miyako, Japan",earthquake,,11.7,,25,reviewed,us,us
2011-03-19T11:18:22.120Z,36.373,142.474,35,4.6,mb,53,96.8,,0.94,us,usp000hxxj,2014-11-07T01:44:14.663Z,"161 km ESE of Iwaki, Japan",earthquake,,,,18,reviewed,us,us
2011-03-19T11:30:32.500Z,39.404,144.304,20,4.7,mb,97,127.3,,0.76,us,usp000hxxm,2014-11-07T01:44:14.670Z,"off the east coast of Honshu, Japan",earthquake,,12.4,,34,reviewed,us,us
2011-03-19T11:51:54.450Z,37.097,143.762,33.6,4.8,mb,133,71.6,,0.7,us,usp000hxxn,2014-11-07T01:44:14.679Z,"248 km E of Namie, Japan",earthquake,,9.2,,64,reviewed,us,us
2011-03-19T12:16:31.880Z,37.282,143.224,24.8,4.6,mb,44,127.4,,0.89,us,usp000hxxr,2014-11-07T01:44:14.702Z,"198 km E of Namie, Japan",earthquake,,13.9,,12,reviewed,us,us
2011-03-19T13:14:34.370Z,39.87,144.319,35,4.6,mb,114,79.2,,0.99,us,usp000hxxz,2014-11-07T01:44:14.730Z,"205 km E of Miyako, Japan",earthquake,,,,35,reviewed,us,us
2011-03-19T17:04:08.650Z,39.143,142.209,59.3,4.8,mb,117,131.4,,0.94,us,usp000hxyf,2014-11-07T01:44:14.812Z,"32 km ESE of Kamaishi, Japan",earthquake,,5.3,,58,reviewed,us,us
2011-03-19T18:10:40.740Z,39.228,142.922,44.6,4.6,mb,71,125,,1.42,us,usp000hxyh,2014-11-07T01:44:14.824Z,"87 km ESE of Yamada, Japan",earthquake,,8.7,,32,reviewed,us,us
2011-03-19T18:42:02.250Z,38.597,143.943,15.5,4.9,mb,136,115.4,,0.91,us,usp000hxyk,2014-11-07T01:44:14.833Z,"195 km ESE of Kamaishi, Japan",earthquake,,12.3,,67,reviewed,us,us
2011-03-19T18:48:42.840Z,37.55,144.001,35,4.5,mb,34,148.2,,1.1,us,usp000hxyn,2014-11-07T01:44:14.853Z,"256 km ESE of Ishinomaki, Japan",earthquake,,,,8,reviewed,us,us
2011-03-19T19:00:12.500Z,37.725,144.238,25.4,4.8,mb,33,158,,0.71,us,usp000hxyq,2014-11-07T01:44:14.860Z,"266 km SE of ?funato, Japan",earthquake,,15.1,,4,reviewed,us,us
2011-03-19T19:26:54.670Z,38.429,144.9,15.5,4.5,mb,60,86.4,,1.01,us,usp000hxyr,2014-11-07T01:44:14.863Z,"279 km ESE of Kamaishi, Japan",earthquake,,18.4,,19,reviewed,us,us
2011-03-19T20:06:25.380Z,36.847,141.048,69.8,4.6,mb,63,120.1,,0.99,us,usp000hxyu,2014-11-07T01:44:14.872Z,"26 km SSE of Iwaki, Japan",earthquake,,6.5,,22,reviewed,us,us
2011-03-19T20:48:28.830Z,37.682,141.695,62.7,4.7,mb,116,121.1,,0.97,us,usp000hxyx,2014-11-07T01:44:14.891Z,"65 km ENE of Namie, Japan",earthquake,,5.4,,58,reviewed,us,us
2011-03-19T22:06:44.010Z,37.567,144.399,5.1,4.8,mb,149,45.2,,0.99,us,usp000hxz1,2014-11-07T01:44:14.905Z,"287 km SE of ?funato, Japan",earthquake,,13.6,,88,reviewed,us,us
2011-03-19T22:37:15.690Z,38.198,142.179,58.9,4.6,mb,36,129.6,,0.4,us,usp000hxz4,2014-11-07T01:44:14.920Z,"80 km ESE of Ishinomaki, Japan",earthquake,,4.9,,3,reviewed,us,us
2011-03-19T23:26:52.610Z,37.168,142.016,37.1,4.8,mb,134,44.4,,0.69,us,usp000hxz9,2014-11-07T01:44:14.934Z,"96 km ESE of Namie, Japan",earthquake,,4,,62,reviewed,us,us
2011-03-19T23:37:12.380Z,38.668,141.789,48.9,4.9,mb,250,73.2,,0.76,us,usp000hxzd,2014-11-07T01:44:14.952Z,"45 km S of ?funato, Japan",earthquake,,2.7,,153,reviewed,us,us
2011-03-20T01:05:27.490Z,39.266,142.186,19.7,4.6,mb,85,115.7,,0.66,us,usp000hxzw,2014-11-07T01:44:15.004Z,"27 km ESE of ?tsuchi, Japan",earthquake,,12.9,,45,reviewed,us,us
2011-03-20T01:09:43.770Z,39.136,142.401,28.5,5.1,mwc,327,67.1,,0.83,us,usp000hxzx,2025-12-22T15:19:21.899Z,"48 km ESE of Kamaishi, Japan",earthquake,,7.5,,,reviewed,us,gcmt
